-594.3393449452321	378.2031973730179	19.379799504831
-569.175942905216	372.378716306575	23.1325129102126
-554.2160789510783	366.7557309904006	26.828064471754292
-533.4440999152314	361.32899623605084	30.468334342608276
-523.42670454218	356.0439881473784	34.05511846379634
-507.94469389292027	350.88008364606264	37.589620759986126
-495.64969504977915	345.87432716162465	41.073301212917805
-480.6382853127492	340.97536637591094	44.5074455705626
-464.2415147181656	336.2376726913021	47.89338769895827
-455.96219578161026	331.6436313883735	51.23271832596757
-448.60051102629416	327.1333255797217	54.52654628485637
-433.2954223044486	322.7155778879427	57.775654670089395
-423.0655444623964	318.43016915980286	60.9812871527944
-407.42789963018316	314.2786411652903	64.1446946502431
-395.39868213377775	310.26509099113474	67.26730915159489
-384.5702501618451	306.35312170569364	70.3503165515921
-375.0160033655208	302.5587977776518	73.39479246693429
-362.19634396333447	298.8609995499762	76.40179551877603
-353.64075278740813	295.27914524617586	79.3724304425575
-349.507721428962	291.75947258671687	82.30759375106862
-344.6307909430439	288.2939117903984	85.20781454816894
-333.2968847334462	284.9051880772575	88.0737204438208
-325.64130070552767	281.60752938757344	90.90622152370086
-320.03025589341337	278.3770008159674	93.70609343152987
-311.8432602696204	275.2075593802947	96.4739454912606
-307.0451711293325	272.11616704498266	99.21052303482395
-301.52039448292925	269.0839280078777	101.91647877658545
-295.97277878015126	266.1042232129026	104.59237002025625
-288.45839047148365	263.18526172143606	107.23875738064301
-286.0318454580929	260.31485307689087	109.8562404433592
-281.7206851920712	257.47797059575396	112.44517144364013
-276.90264277872365	254.67952630758307	115.00591670292266
-266.59792825676334	251.95586290014978	117.53900844552707
-259.4041314497874	249.32832884221415	120.04537164527676
-254.90879439036672	246.7567085197634	122.52576439141866
-248.17884508507117	244.2386917958278	124.98069405973577
-243.58517562616095	241.7770645586811	127.41073605132206
-238.65679519222581	239.36106025029713	129.81638987423628
-232.8838914055324	237.0090722476254	132.19819069057525
-230.09075818933496	234.69625476137386	134.55669457268937
-227.70812443994936	232.411906655936	136.89221467070396
-224.5792094843993	230.1563614973092	139.20502948133947
-221.5478912810808	227.93015190011357	141.49543820395508
-217.6622561339991	225.73529688902389	143.7637310912287
-213.51405676678624	223.57779816960837	146.0102548782887
-206.77351343023275	221.4798581313149	148.23548338814288
-201.4078105956106	219.44113073700925	150.4400480529475
-199.35686830042175	217.43711205052404	152.6244194855439
